21,218814.957,597242.398,840.450,44.6R claw      
22,218767.833,597088.676,860.136,#356 SC044914L  
101,218767.831,597088.673,860.143,45-bs-rl-rap    
102,218767.840,597088.675,860.139,eos             
1001,218807.581,597127.283,837.054,sl              
1002,218809.794,597129.870,836.768,sl              
1003,218803.266,597125.594,837.096,bk +7           
1004,218807.608,597127.311,837.049,bk              
1005,218811.629,597129.248,837.183,bk              
1006,218815.038,597131.526,837.223,bk              
1007,218818.000,597134.273,837.104,bk              
1008,218820.547,597137.916,837.154,bk              
1009,218821.775,597142.107,837.138,bk              
1010,218822.936,597145.828,837.177,bk              
1011,218825.025,597149.968,837.098,bk              
1012,218827.406,597153.784,837.140,bk              
1013,218830.045,597157.182,837.114,bk              
1014,218832.918,597160.590,837.102,bk              
1015,218835.455,597163.506,837.083,bk              
1016,218838.491,597166.077,837.085,bk -7           
1017,218824.837,597142.998,837.752,bk +7           
1018,218823.810,597140.142,837.801,bk              
1019,218822.324,597137.645,837.860,bk              
1020,218820.485,597135.056,837.839,bk              
1021,218817.968,597132.393,837.733,bk              
1022,218814.542,597129.727,837.599,bk -7           
1023,218800.686,597125.425,836.966,sl              
1024,218800.745,597123.553,837.579,sl              
1025,218800.439,597122.736,838.102,sl              
1026,218799.483,597120.343,839.677,sl              
1027,218802.805,597120.321,839.234,sl              
1028,218803.172,597121.154,838.707,sl              
1029,218804.205,597123.144,837.596,sl              
1030,218808.065,597123.666,837.669,sl              
1031,218807.760,597121.995,837.646,sl              
1032,218807.690,597119.794,838.635,sl              
1033,218806.668,597118.353,839.697,sl              
1034,218810.384,597118.770,839.079,sl              
1035,218810.172,597119.048,838.744,sl              
1036,218809.996,597122.058,837.640,sl              
1037,218811.552,597129.433,837.004,sl              
1038,218813.538,597125.027,837.612,sl              
1039,218814.026,597122.879,838.083,sl              
1040,218815.559,597120.025,839.500,sl              
1041,218820.388,597121.969,839.467,sl              
1042,218820.369,597125.400,838.211,sl              
1043,218818.516,597128.787,837.903,sl              
1044,218815.088,597131.790,836.978,sl              
1045,218817.899,597134.305,837.024,sl              
1046,218818.370,597133.510,837.447,sl              
1047,218821.325,597129.635,838.457,sl              
1048,218822.438,597126.826,838.407,sl              
1049,218823.112,597124.239,838.863,sl              
1050,218823.374,597123.134,839.371,sl              
1051,218823.669,597121.643,839.805,sl              
1052,218823.643,597120.062,839.633,sl              
1053,218826.568,597117.603,839.785,sl              
1054,218827.098,597119.603,840.252,sl              
1055,218826.783,597121.742,840.049,sl              
1056,218826.396,597123.695,839.515,sl              
1057,218825.576,597127.549,838.677,sl              
1058,218825.485,597128.247,838.857,sl              
1059,218822.417,597132.687,838.328,sl              
1060,218820.056,597135.573,837.414,sl              
1061,218819.997,597137.234,837.032,sl              
1062,218821.663,597142.104,837.035,sl              
1063,218822.174,597137.826,837.640,sl              
1064,218825.441,597133.573,838.641,sl              
1065,218827.041,597129.339,839.142,sl              
1066,218827.240,597128.563,838.721,sl              
1067,218829.308,597123.961,839.821,sl              
1068,218829.805,597121.083,840.447,sl              
1069,218831.066,597119.300,840.782,sl              
1070,218830.777,597119.715,840.699,sl              
1071,218831.691,597116.373,841.598,sl              
1072,218833.111,597121.474,841.234,sl              
1073,218831.169,597124.140,840.159,sl              
1074,218830.797,597130.026,839.151,sl              
1075,218828.203,597134.695,838.799,sl              
1076,218826.388,597138.937,838.265,sl              
1077,218821.598,597142.182,837.032,sl              
1078,218822.618,597145.742,837.009,sl              
1079,218825.344,597144.692,837.684,sl              
1080,218828.466,597141.489,838.234,sl              
1081,218831.805,597136.569,838.901,sl              
1082,218834.313,597133.168,839.243,sl              
1083,218837.503,597129.522,840.393,sl              
1084,218835.023,597126.887,840.354,sl              
1085,218838.012,597121.499,842.285,sl              
1086,218839.295,597119.579,842.334,sl              
1087,218839.726,597118.446,841.792,sl              
1088,218842.862,597117.591,842.467,sl              
1089,218843.109,597119.811,843.480,sl              
1090,218843.747,597120.234,843.691,sl              
1091,218843.154,597122.574,843.350,sl              
1092,218841.248,597125.153,842.558,sl              
1093,218839.374,597126.793,841.645,sl              
1094,218841.176,597128.629,841.703,sl              
1095,218843.843,597125.777,842.818,sl              
1096,218846.139,597125.358,842.987,sl              
1097,218847.740,597124.056,842.151,sl              
1098,218845.894,597121.584,842.326,sl              
1099,218847.901,597119.943,842.853,sl              
1100,218850.366,597125.034,842.152,sl              
1101,218853.112,597125.313,841.620,sl              
1102,218852.380,597126.532,841.821,sl              
1103,218854.777,597127.953,843.433,sl              
1104,218856.351,597129.717,844.965,sl              
1105,218853.045,597131.050,844.157,sl              
1106,218849.424,597134.133,842.613,sl              
1107,218845.864,597132.767,842.033,sl              
1108,218841.644,597135.361,840.333,sl              
1109,218837.993,597137.859,839.263,sl              
1110,218832.261,597141.923,838.620,sl              
1111,218830.442,597146.994,837.912,sl              
1112,218828.179,597150.156,837.602,sl              
1113,218827.308,597153.976,837.004,sl              
1114,218830.000,597157.159,837.045,sl              
1115,218832.002,597154.796,837.617,sl              
1116,218834.064,597149.384,838.067,sl              
1117,218836.519,597144.044,838.847,sl              
1118,218841.495,597139.707,839.424,sl              
1119,218845.154,597138.087,840.495,sl              
1120,218849.135,597136.340,841.777,sl              
1121,218854.706,597133.644,843.548,sl              
1122,218857.484,597128.678,845.290,sl              
1123,218858.371,597126.004,844.607,sl              
1124,218859.875,597123.720,843.782,sl              
1125,218856.530,597123.966,843.007,sl              
1126,218861.897,597124.285,844.060,sl              
1127,218865.368,597123.279,843.913,sl              
1128,218856.943,597134.530,843.714,sl              
